regime,start,end
WOI,2021-07-14,2021-07-15
Steady_State,2021-07-15,2021-07-19
WOI,2021-07-19,2021-07-22
Steady_State,2021-07-22,2021-07-26
WOI,2021-07-26,2021-07-29
Steady_State,2021-07-29,2021-08-04
WOI,2021-08-04,2021-08-06
Steady_State,2021-08-06,2021-08-10
WOI,2021-08-10,2021-08-11
Steady_State,2021-08-11,2021-08-16
WOI,2021-08-16,2021-08-17
Steady_State,2021-08-17,2021-08-19
WOI,2021-08-19,2021-08-20
Steady_State,2021-08-20,2021-08-23
WOI,2021-08-23,2021-08-24
Steady_State,2021-08-24,2021-09-01
Inflation,2021-09-01,2021-09-02
Steady_State,2021-09-02,2021-09-06
Inflation,2021-09-06,2021-09-07
WOI,2021-09-07,2021-09-08
Steady_State,2021-09-08,2021-09-09
WOI,2021-09-09,2021-09-10
Steady_State,2021-09-10,2021-09-13
WOI,2021-09-13,2021-09-14
Steady_State,2021-09-14,2021-09-20
WOI,2021-09-20,2021-09-21
Steady_State,2021-09-21,2021-09-22
WOI,2021-09-22,2021-09-24
Steady_State,2021-09-24,2021-09-27
WOI,2021-09-27,2021-10-06
Steady_State,2021-10-06,2021-10-11
WOI,2021-10-11,2021-10-13
Steady_State,2021-10-13,2021-10-14
WOI,2021-10-14,2021-10-15
Steady_State,2021-10-15,2021-10-28
WOI,2021-10-28,2021-11-02
Steady_State,2021-11-02,2021-11-04
WOI,2021-11-04,2021-11-08
Steady_State,2021-11-08,2021-11-10
WOI,2021-11-10,2021-11-11
Steady_State,2021-11-11,2021-11-22
WOI,2021-11-22,2021-11-24
Steady_State,2021-11-24,2021-11-25
Inflation,2021-11-25,2021-11-26
Crisis,2021-11-26,2021-11-29
WOI,2021-11-29,2021-12-13
Steady_State,2021-12-13,2021-12-14
WOI,2021-12-14,2021-12-20
Steady_State,2021-12-20,2021-12-21
WOI,2021-12-21,2021-12-22
Steady_State,2021-12-22,2021-12-24
Inflation,2021-12-24,2021-12-27
WOI,2021-12-27,2021-12-28
Steady_State,2021-12-28,2021-12-30
WOI,2021-12-30,2021-12-31
Steady_State,2021-12-31,2022-01-03
WOI,2022-01-03,2022-01-07
Steady_State,2022-01-07,2022-01-11
WOI,2022-01-11,2022-01-14
Steady_State,2022-01-14,2022-01-17
Inflation,2022-01-17,2022-01-18
WOI,2022-01-18,2022-02-04
Crisis,2022-02-04,2022-02-07
WOI,2022-02-07,2022-02-21
Inflation,2022-02-21,2022-02-22
WOI,2022-02-22,2022-02-24
Crisis,2022-02-24,2022-02-25
WOI,2022-02-25,2022-02-28
Crisis,2022-02-28,2022-03-02
WOI,2022-03-02,2022-03-07
Crisis,2022-03-07,2022-03-08
WOI,2022-03-08,2022-03-09
Crisis,2022-03-09,2022-03-10
Steady_State,2022-03-10,2022-03-11
WOI,2022-03-11,2022-03-15
Crisis,2022-03-15,2022-03-16
WOI,2022-03-16,2022-03-18
Steady_State,2022-03-18,2022-03-21
WOI,2022-03-21,2022-03-24
Steady_State,2022-03-24,2022-03-25
WOI,2022-03-25,2022-04-07
Steady_State,2022-04-07,2022-04-08
WOI,2022-04-08,2022-04-12
Steady_State,2022-04-12,2022-04-13
WOI,2022-04-13,2022-04-14
Steady_State,2022-04-14,2022-04-15
Inflation,2022-04-15,2022-04-18
Steady_State,2022-04-18,2022-04-19
WOI,2022-04-19,2022-04-29
Crisis,2022-04-29,2022-05-03
WOI,2022-05-03,2022-05-04
Crisis,2022-05-04,2022-05-06
WOI,2022-05-06,2022-05-09
Crisis,2022-05-09,2022-05-10
WOI,2022-05-10,2022-05-16
Steady_State,2022-05-16,2022-05-17
WOI,2022-05-17,2022-05-18
Crisis,2022-05-18,2022-05-19
WOI,2022-05-19,2022-05-26
Crisis,2022-05-26,2022-05-27
WOI,2022-05-27,2022-05-30
Inflation,2022-05-30,2022-05-31
WOI,2022-05-31,2022-06-13
Crisis,2022-06-13,2022-06-14
WOI,2022-06-14,2022-06-15
Crisis,2022-06-15,2022-06-17
WOI,2022-06-17,2022-06-20
Crisis,2022-06-20,2022-06-21
WOI,2022-06-21,2022-06-24
Crisis,2022-06-24,2022-06-27
WOI,2022-06-27,2022-06-30
Crisis,2022-06-30,2022-07-01
WOI,2022-07-01,2022-07-04
Inflation,2022-07-04,2022-07-05
Crisis,2022-07-05,2022-07-06
WOI,2022-07-06,2022-07-07
Crisis,2022-07-07,2022-07-08
WOI,2022-07-08,2022-07-20
Crisis,2022-07-20,2022-07-21
WOI,2022-07-21,2022-08-02
Crisis,2022-08-02,2022-08-03
WOI,2022-08-03,2022-08-05
Crisis,2022-08-05,2022-08-08
Steady_State,2022-08-08,2022-08-09
WOI,2022-08-09,2022-08-15
Steady_State,2022-08-15,2022-08-16
WOI,2022-08-16,2022-08-23
Steady_State,2022-08-23,2022-08-24
WOI,2022-08-24,2022-09-05
Inflation,2022-09-05,2022-09-06
WOI,2022-09-06,2022-09-13
Crisis,2022-09-13,2022-09-14
WOI,2022-09-14,2022-09-19
Steady_State,2022-09-19,2022-09-20
WOI,2022-09-20,2022-09-26
Crisis,2022-09-26,2022-09-27
WOI,2022-09-27,2022-09-28
Crisis,2022-09-28,2022-09-30
WOI,2022-09-30,2022-10-12
Steady_State,2022-10-12,2022-10-13
WOI,2022-10-13,2022-11-01
Steady_State,2022-11-01,2022-11-02
WOI,2022-11-02,2022-11-04
Crisis,2022-11-04,2022-11-07
WOI,2022-11-07,2022-11-08
Steady_State,2022-11-08,2022-11-09
WOI,2022-11-09,2022-11-10
Crisis,2022-11-10,2022-11-11
WOI,2022-11-11,2022-11-24
Inflation,2022-11-24,2022-11-25
WOI,2022-11-25,2022-11-30
Crisis,2022-11-30,2022-12-01
WOI,2022-12-01,2022-12-07
Steady_State,2022-12-07,2022-12-08
WOI,2022-12-08,2022-12-09
Steady_State,2022-12-09,2022-12-13
WOI,2022-12-13,2022-12-21
Steady_State,2022-12-21,2022-12-22
WOI,2022-12-22,2022-12-23
Steady_State,2022-12-23,2022-12-26
Inflation,2022-12-26,2022-12-27
WOI,2022-12-27,2022-12-30
Steady_State,2022-12-30,2023-01-02
Inflation,2023-01-02,2023-01-03
WOI,2023-01-03,2023-01-10
Steady_State,2023-01-10,2023-01-11
WOI,2023-01-11,2023-01-13
Steady_State,2023-01-13,2023-01-16
Inflation,2023-01-16,2023-01-17
WOI,2023-01-17,2023-01-23
Steady_State,2023-01-23,2023-01-27
WOI,2023-01-27,2023-01-30
Steady_State,2023-01-30,2023-02-01
WOI,2023-02-01,2023-02-02
Crisis,2023-02-02,2023-02-03
WOI,2023-02-03,2023-02-07
Steady_State,2023-02-07,2023-02-08
WOI,2023-02-08,2023-02-09
Steady_State,2023-02-09,2023-02-10
WOI,2023-02-10,2023-02-13
Steady_State,2023-02-13,2023-02-14
WOI,2023-02-14,2023-02-20
Inflation,2023-02-20,2023-02-21
WOI,2023-02-21,2023-02-22
Steady_State,2023-02-22,2023-02-24
WOI,2023-02-24,2023-02-27
Steady_State,2023-02-27,2023-03-01
WOI,2023-03-01,2023-03-10
Crisis,2023-03-10,2023-03-14
WOI,2023-03-14,2023-03-15
Crisis,2023-03-15,2023-03-16
WOI,2023-03-16,2023-03-22
Crisis,2023-03-22,2023-03-23
WOI,2023-03-23,2023-03-29
Steady_State,2023-03-29,2023-03-30
WOI,2023-03-30,2023-04-04
Steady_State,2023-04-04,2023-04-05
WOI,2023-04-05,2023-04-06
Steady_State,2023-04-06,2023-04-07
Crisis,2023-04-07,2023-04-10
Steady_State,2023-04-10,2023-04-11
WOI,2023-04-11,2023-04-12
Steady_State,2023-04-12,2023-04-13
WOI,2023-04-13,2023-04-14
Steady_State,2023-04-14,2023-04-17
WOI,2023-04-17,2023-04-18
Steady_State,2023-04-18,2023-04-19
WOI,2023-04-19,2023-04-21
Steady_State,2023-04-21,2023-04-25
WOI,2023-04-25,2023-05-01
Steady_State,2023-05-01,2023-05-02
WOI,2023-05-02,2023-05-09
Steady_State,2023-05-09,2023-05-10
WOI,2023-05-10,2023-05-12
Steady_State,2023-05-12,2023-05-15
WOI,2023-05-15,2023-05-16
Steady_State,2023-05-16,2023-05-17
WOI,2023-05-17,2023-05-19
Steady_State,2023-05-19,2023-05-22
WOI,2023-05-22,2023-05-26
Steady_State,2023-05-26,2023-05-29
Inflation,2023-05-29,2023-05-30
WOI,2023-05-30,2023-06-01
Steady_State,2023-06-01,2023-06-02
WOI,2023-06-02,2023-06-08
Steady_State,2023-06-08,2023-06-12
WOI,2023-06-12,2023-06-14
Steady_State,2023-06-14,2023-06-15
WOI,2023-06-15,2023-06-19
Inflation,2023-06-19,2023-06-20
WOI,2023-06-20,2023-06-28
Steady_State,2023-06-28,2023-06-29
WOI,2023-06-29,2023-06-30
Steady_State,2023-06-30,2023-07-04
Inflation,2023-07-04,2023-07-05
WOI,2023-07-05,2023-07-10
Steady_State,2023-07-10,2023-07-12
WOI,2023-07-12,2023-07-17
Steady_State,2023-07-17,2023-07-18
WOI,2023-07-18,2023-07-19
Steady_State,2023-07-19,2023-07-20
WOI,2023-07-20,2023-07-21
Steady_State,2023-07-21,2023-07-24
WOI,2023-07-24,2023-07-25
Steady_State,2023-07-25,2023-07-28
WOI,2023-07-28,2023-07-31
Steady_State,2023-07-31,2023-08-02
WOI,2023-08-02,2023-08-08
Steady_State,2023-08-08,2023-08-09
WOI,2023-08-09,2023-08-10
Steady_State,2023-08-10,2023-08-14
WOI,2023-08-14,2023-08-21
Steady_State,2023-08-21,2023-08-23
WOI,2023-08-23,2023-08-24
Steady_State,2023-08-24,2023-08-29
WOI,2023-08-29,2023-08-30
Steady_State,2023-08-30,2023-09-04
Inflation,2023-09-04,2023-09-05
WOI,2023-09-05,2023-09-06
Steady_State,2023-09-06,2023-09-14
WOI,2023-09-14,2023-09-15
Steady_State,2023-09-15,2023-09-21
WOI,2023-09-21,2023-09-22
Steady_State,2023-09-22,2023-09-25
WOI,2023-09-25,2023-09-27
Steady_State,2023-09-27,2023-09-28
WOI,2023-09-28,2023-10-05
Steady_State,2023-10-05,2023-10-06
WOI,2023-10-06,2023-10-23
Steady_State,2023-10-23,2023-10-24
WOI,2023-10-24,2023-11-06
Steady_State,2023-11-06,2023-11-07
WOI,2023-11-07,2023-11-08
Steady_State,2023-11-08,2023-11-09
WOI,2023-11-09,2023-11-13
Steady_State,2023-11-13,2023-11-14
Crisis,2023-11-14,2023-11-15
Steady_State,2023-11-15,2023-11-16
WOI,2023-11-16,2023-11-17
Steady_State,2023-11-17,2023-11-23
Inflation,2023-11-23,2023-11-24
Steady_State,2023-11-24,2023-11-29
WOI,2023-11-29,2023-11-30
Steady_State,2023-11-30,2023-12-01
WOI,2023-12-01,2023-12-05
Steady_State,2023-12-05,2023-12-13
WOI,2023-12-13,2023-12-15
Steady_State,2023-12-15,2023-12-19
WOI,2023-12-19,2023-12-20
Steady_State,2023-12-20,2023-12-25
Inflation,2023-12-25,2023-12-26
Steady_State,2023-12-26,2024-01-01
Inflation,2024-01-01,2024-01-02
Steady_State,2024-01-02,2024-01-03
WOI,2024-01-03,2024-01-04
Steady_State,2024-01-04,2024-01-08
WOI,2024-01-08,2024-01-10
Steady_State,2024-01-10,2024-01-15
Inflation,2024-01-15,2024-01-16
Steady_State,2024-01-16,2024-01-17
WOI,2024-01-17,2024-01-18
Steady_State,2024-01-18,2024-01-29
WOI,2024-01-29,2024-01-30
Steady_State,2024-01-30,2024-01-31
WOI,2024-01-31,2024-02-07
Steady_State,2024-02-07,2024-02-12
Inflation,2024-02-12,2024-02-13
WOI,2024-02-13,2024-02-16
Steady_State,2024-02-16,2024-02-19
Inflation,2024-02-19,2024-02-20
Steady_State,2024-02-20,2024-02-22
WOI,2024-02-22,2024-02-23
Steady_State,2024-02-23,2024-02-27
WOI,2024-02-27,2024-02-28
Steady_State,2024-02-28,2024-02-29
WOI,2024-02-29,2024-03-01
Steady_State,2024-03-01,2024-03-05
WOI,2024-03-05,2024-03-06
Steady_State,2024-03-06,2024-03-14
WOI,2024-03-14,2024-03-15
Steady_State,2024-03-15,2024-03-20
WOI,2024-03-20,2024-03-21
Steady_State,2024-03-21,2024-03-27
WOI,2024-03-27,2024-03-28
Steady_State,2024-03-28,2024-03-29
Inflation,2024-03-29,2024-04-01
Steady_State,2024-04-01,2024-04-10
WOI,2024-04-10,2024-04-11
Steady_State,2024-04-11,2024-04-12
WOI,2024-04-12,2024-04-18
Steady_State,2024-04-18,2024-04-19
WOI,2024-04-19,2024-04-23
Steady_State,2024-04-23,2024-04-26
WOI,2024-04-26,2024-04-29
Steady_State,2024-04-29,2024-04-30
WOI,2024-04-30,2024-05-02
Steady_State,2024-05-02,2024-05-15
WOI,2024-05-15,2024-05-16
Steady_State,2024-05-16,2024-05-23
WOI,2024-05-23,2024-05-24
Steady_State,2024-05-24,2024-05-27
Inflation,2024-05-27,2024-05-28
WOI,2024-05-28,2024-06-03
Steady_State,2024-06-03,2024-06-04
WOI,2024-06-04,2024-06-06
Steady_State,2024-06-06,2024-06-07
WOI,2024-06-07,2024-06-10
Steady_State,2024-06-10,2024-06-13
WOI,2024-06-13,2024-06-18
Steady_State,2024-06-18,2024-06-19
Inflation,2024-06-19,2024-06-20
Steady_State,2024-06-20,2024-06-25
WOI,2024-06-25,2024-06-26
Steady_State,2024-06-26,2024-06-28
WOI,2024-06-28,2024-07-01
Steady_State,2024-07-01,2024-07-03
WOI,2024-07-03,2024-07-04
Inflation,2024-07-04,2024-07-05
WOI,2024-07-05,2024-07-08
Steady_State,2024-07-08,2024-07-11
Crisis,2024-07-11,2024-07-12
Steady_State,2024-07-12,2024-07-16
WOI,2024-07-16,2024-07-18
Steady_State,2024-07-18,2024-07-19
WOI,2024-07-19,2024-07-23
Steady_State,2024-07-23,2024-07-24
WOI,2024-07-24,2024-07-29
Steady_State,2024-07-29,2024-07-30
WOI,2024-07-30,2024-07-31
Crisis,2024-07-31,2024-08-01
WOI,2024-08-01,2024-08-02
Crisis,2024-08-02,2024-08-06
WOI,2024-08-06,2024-08-09
Steady_State,2024-08-09,2024-08-13
WOI,2024-08-13,2024-08-14
Steady_State,2024-08-14,2024-08-15
WOI,2024-08-15,2024-08-16
Steady_State,2024-08-16,2024-08-22
WOI,2024-08-22,2024-08-26
Steady_State,2024-08-26,2024-08-27
Inflation,2024-08-27,2024-08-28
Steady_State,2024-08-28,2024-08-29
WOI,2024-08-29,2024-08-30
Steady_State,2024-08-30,2024-09-02
Inflation,2024-09-02,2024-09-03
WOI,2024-09-03,2024-09-04
Steady_State,2024-09-04,2024-09-06
WOI,2024-09-06,2024-09-13
Steady_State,2024-09-13,2024-09-19
WOI,2024-09-19,2024-09-20
Steady_State,2024-09-20,2024-09-24
WOI,2024-09-24,2024-09-25
Steady_State,2024-09-25,2024-10-04
WOI,2024-10-04,2024-10-09
Steady_State,2024-10-09,2024-10-11
WOI,2024-10-11,2024-10-14
Steady_State,2024-10-14,2024-10-15
WOI,2024-10-15,2024-10-16
Steady_State,2024-10-16,2024-10-21
WOI,2024-10-21,2024-10-22
Steady_State,2024-10-22,2024-10-23
WOI,2024-10-23,2024-10-24
Steady_State,2024-10-24,2024-10-31
WOI,2024-10-31,2024-11-01
Steady_State,2024-11-01,2024-11-05
WOI,2024-11-05,2024-11-06
Crisis,2024-11-06,2024-11-07
WOI,2024-11-07,2024-11-08
Steady_State,2024-11-08,2024-11-11
WOI,2024-11-11,2024-11-13
Steady_State,2024-11-13,2024-11-15
WOI,2024-11-15,2024-11-18
Steady_State,2024-11-18,2024-11-19
WOI,2024-11-19,2024-11-20
Steady_State,2024-11-20,2024-11-22
WOI,2024-11-22,2024-11-25
Steady_State,2024-11-25,2024-11-28
Inflation,2024-11-28,2024-11-29
Steady_State,2024-11-29,2024-12-04
WOI,2024-12-04,2024-12-05
Steady_State,2024-12-05,2024-12-16
WOI,2024-12-16,2024-12-17
Steady_State,2024-12-17,2024-12-18
WOI,2024-12-18,2024-12-23
Steady_State,2024-12-23,2024-12-25
Inflation,2024-12-25,2024-12-27
Steady_State,2024-12-27,2025-01-01
Inflation,2025-01-01,2025-01-02
Steady_State,2025-01-02,2025-01-03
WOI,2025-01-03,2025-01-06
Steady_State,2025-01-06,2025-01-07
WOI,2025-01-07,2025-01-08
Steady_State,2025-01-08,2025-01-09
WOI,2025-01-09,2025-01-16
Steady_State,2025-01-16,2025-01-20
Inflation,2025-01-20,2025-01-21
WOI,2025-01-21,2025-01-23
Steady_State,2025-01-23,2025-01-27
Crisis,2025-01-27,2025-01-28
WOI,2025-01-28,2025-01-29
Steady_State,2025-01-29,2025-02-03
WOI,2025-02-03,2025-02-04
Steady_State,2025-02-04,2025-02-05
WOI,2025-02-05,2025-02-06
Steady_State,2025-02-06,2025-02-11
WOI,2025-02-11,2025-02-13
Steady_State,2025-02-13,2025-02-17
Inflation,2025-02-17,2025-02-18
Steady_State,2025-02-18,2025-02-21
WOI,2025-02-21,2025-02-24
Steady_State,2025-02-24,2025-02-25
WOI,2025-02-25,2025-02-26
Steady_State,2025-02-26,2025-02-27
WOI,2025-02-27,2025-03-04
Crisis,2025-03-04,2025-03-05
WOI,2025-03-05,2025-03-20
Steady_State,2025-03-20,2025-03-21
WOI,2025-03-21,2025-03-24
Steady_State,2025-03-24,2025-03-26
WOI,2025-03-26,2025-03-27
Steady_State,2025-03-27,2025-03-28
WOI,2025-03-28,2025-04-01
Steady_State,2025-04-01,2025-04-03
Crisis,2025-04-03,2025-04-08
WOI,2025-04-08,2025-04-09
Crisis,2025-04-09,2025-04-11
WOI,2025-04-11,2025-04-18
Inflation,2025-04-18,2025-04-21
WOI,2025-04-21,2025-04-25
Steady_State,2025-04-25,2025-04-30
WOI,2025-04-30,2025-05-07
Steady_State,2025-05-07,2025-05-08
WOI,2025-05-08,2025-05-09
Steady_State,2025-05-09,2025-05-12
Crisis,2025-05-12,2025-05-13
WOI,2025-05-13,2025-05-14
Steady_State,2025-05-14,2025-05-15
WOI,2025-05-15,2025-05-16
Steady_State,2025-05-16,2025-05-21
WOI,2025-05-21,2025-05-22
Steady_State,2025-05-22,2025-05-26
Inflation,2025-05-26,2025-05-27
WOI,2025-05-27,2025-05-28
Steady_State,2025-05-28,2025-06-02
WOI,2025-06-02,2025-06-03
Steady_State,2025-06-03,2025-06-13
WOI,2025-06-13,2025-06-16
Steady_State,2025-06-16,2025-06-19
Inflation,2025-06-19,2025-06-20
Steady_State,2025-06-20,2025-06-23
WOI,2025-06-23,2025-06-26
Steady_State,2025-06-26,2025-07-01
WOI,2025-07-01,2025-07-03
Steady_State,2025-07-03,2025-07-04
Inflation,2025-07-04,2025-07-07
WOI,2025-07-07,2025-07-08
Steady_State,2025-07-08,2025-07-15
WOI,2025-07-15,2025-07-16
Steady_State,2025-07-16,2025-07-23
WOI,2025-07-23,2025-07-24
Steady_State,2025-07-24,2025-07-31
WOI,2025-07-31,2025-08-05
Steady_State,2025-08-05,2025-08-12
WOI,2025-08-12,2025-08-14
Steady_State,2025-08-14,2025-08-19
WOI,2025-08-19,2025-08-20
Steady_State,2025-08-20,2025-08-21
WOI,2025-08-21,2025-08-25
Steady_State,2025-08-25,2025-09-01
Inflation,2025-09-01,2025-09-02
WOI,2025-09-02,2025-09-03
Steady_State,2025-09-03,2025-09-10
WOI,2025-09-10,2025-09-11
Steady_State,2025-09-11,2025-09-18
WOI,2025-09-18,2025-09-19
Steady_State,2025-09-19,2025-10-06
WOI,2025-10-06,2025-10-07
Steady_State,2025-10-07,2025-10-08
WOI,2025-10-08,2025-10-09
Steady_State,2025-10-09,2025-10-10
WOI,2025-10-10,2025-10-13
Steady_State,2025-10-13,2025-10-14
WOI,2025-10-14,2025-10-17
Steady_State,2025-10-17,2025-10-20
WOI,2025-10-20,2025-10-22
Steady_State,2025-10-22,2025-10-27
WOI,2025-10-27,2025-10-28
Steady_State,2025-10-28,2025-10-29
WOI,2025-10-29,2025-10-30
Steady_State,2025-10-30,2025-11-04
WOI,2025-11-04,2025-11-07
Steady_State,2025-11-07,2025-11-10
WOI,2025-11-10,2025-11-11
Steady_State,2025-11-11,2025-11-13
WOI,2025-11-13,2025-11-19
Steady_State,2025-11-19,2025-11-20
WOI,2025-11-20,2025-11-25
Steady_State,2025-11-25,2025-11-27
Inflation,2025-11-27,2025-11-28
Steady_State,2025-11-28,2025-12-08
WOI,2025-12-08,2025-12-09
Steady_State,2025-12-09,2025-12-10
WOI,2025-12-10,2025-12-11
Steady_State,2025-12-11,2025-12-12
WOI,2025-12-12,2025-12-15
Steady_State,2025-12-15,2025-12-17
WOI,2025-12-17,2025-12-18
Steady_State,2025-12-18,2025-12-19
WOI,2025-12-19,2025-12-22
Steady_State,2025-12-22,2025-12-25
Inflation,2025-12-25,2025-12-26
Steady_State,2025-12-26,2026-01-01
Inflation,2026-01-01,2026-01-02
Steady_State,2026-01-02,2026-01-08
WOI,2026-01-08,2026-01-09
Steady_State,2026-01-09,2026-01-19
Inflation,2026-01-19,2026-01-20
WOI,2026-01-20,2026-01-22
Steady_State,2026-01-22,2026-01-23
WOI,2026-01-23,2026-01-26
Steady_State,2026-01-26,2026-01-29
WOI,2026-01-29,2026-02-09
Steady_State,2026-02-09,2026-02-12
WOI,2026-02-12,2026-02-13
Steady_State,2026-02-13,2026-02-16
Inflation,2026-02-16,2026-02-17
Steady_State,2026-02-17,2026-02-20
WOI,2026-02-20,2026-02-24
Steady_State,2026-02-24,2026-02-25
WOI,2026-02-25,2026-02-26
Steady_State,2026-02-26,2026-02-27
WOI,2026-02-27,2026-03-17
Steady_State,2026-03-17,2026-03-18
WOI,2026-03-18,2026-04-03
Steady_State,2026-04-03,2026-04-08
Crisis,2026-04-08,2026-04-09
Steady_State,2026-04-09,2026-04-13
WOI,2026-04-13,2026-04-16
Steady_State,2026-04-16,2026-04-17
WOI,2026-04-17,2026-04-20
Steady_State,2026-04-20,2026-04-22
WOI,2026-04-22,2026-04-24
Steady_State,2026-04-24,2026-04-30
WOI,2026-04-30,2026-05-01
Crisis,2026-05-01,2026-05-07
